Brand,Shoe Name,Traction,Cushioning,Lockdown,Lateral Stability,Torsion Support,Weight,Durability,Ventilation,Avg,Overall Rating,Guard,Wing,Big,Outdoor,Reviews,Year of Release,MSRP,Weight per shoe (US9),Heel-to-toe Offset,Recent Release,Asia Brand?,Budget Shoe? ($100),Sizing Recommendation,Sizing Notes
PEAK,AW1 Switch,86,82,85,84,80,86,64,85,84,86,87,87,85,64,22,2022-,$125,400 - 420g,9 - 10mm,Yes,Asia,No,Go down 1 EU size (at least),Use EU size; no half sizes; fits long even after sizing down; very shallow toebox; not for thick or wide feet.
PEAK,Delly 1,87,60,78,81,83,84,90,73,75,70,71,73,61,81,6,2017-,$115,,,No,Asia,No,,
PEAK,DH3,86,86,78,86,92,57,75,78,83,78,72,80,85,81,16,2017-,$100,,10 -11mm,No,Asia,No,,
PEAK,DH4,76,82,63,63,60,67,73,78,74,58,50,63,64,73,14,2018-,$110,,[10 - 12mm est.],No,Asia,No,,
PEAK,Flash 3,90,80,76,79,84,88,73,83,82,83,81,85,81,74,36,2021-,$110,360 - 370g,10 -11mm,No,Asia,No,Go down half EU size,Use EU size; narrow forefoot; heel-slip
PEAK,Killer Whale,84,86,68,70,89,59,64,61,79,70,61,75,79,74,10,2020-,$105,,[10 - 12mm est.],No,Asia,No,,
PEAK,Lightning 2019,82,83,71,68,58,81,69,77,79,69,67,71,70,74,17,2019-,$110,,,No,Asia,No,,
PEAK,Lightning 2020,87,85,78,86,87,65,73,69,83,80,75,82,85,79,23,2020-,$115,470 - 480g,,No,Asia,No,,
PEAK,Lightning 2021,84,85,74,69,86,68,79,86,81,76,69,80,80,83,13,2021-,$90,430 - 450g,[9 - 11mm est.],No,Asia,Yes,Go down half or one EU size,"Use EU size; fits large, spacey"
PEAK,Lightning 9,88,81,79,73,83,86,75,89,83,82,81,85,80,78,26,2022-,$90,380 - 400g,9 - 11mm,Yes,Asia,Yes,Stay true to size?,Use EU size for reference; narrow midfoot area
PEAK,Streetball Master,85,65,76,80,63,79,88,73,75,67,71,68,59,80,18,2017-,$65,400 -410g,,No,Asia,Yes,,
PEAK,Suying 2020,87,82,72,77,91,81,81,53,80,79,76,82,81,83,10,2020-,$80,,,No,Asia,Yes,,
PEAK,Taichi Attitude TD,92,84,77,79,87,73,86,81,84,82,78,84,83,87,23,2021-,$95,410 - 430g,[8 - 10mm est.],No,Asia,Yes,Go down 1 EU size,"Use EU size; fits large, spacey"
PEAK,Team Attitude 2020,94,85,74,83,87,87,76,79,84,84,82,85,84,78,40,2020-21,$125,,,No,Asia,No,,
PEAK,TP4,87,71,85,80,81,82,86,73,81,81,82,83,73,81,18,2016-,$100,,,No,Asia,No,,
PEAK,TP5,87,78,80,74,86,77,69,73,82,81,79,84,79,72,11,2017-,$90,,,No,Asia,Yes,,
PEAK,TP6,88,82,74,83,63,68,78,70,81,73,72,74,76,81,10,2018-,$100,,,No,Asia,No,,
PEAK,TP7,86,87,67,71,74,54,71,75,80,66,59,69,75,76,17,2019-,$130,,,No,Asia,No,,
PEAK,Underground 2019,81,90,72,78,81,61,76,63,81,72,64,76,83,84,31,2019-,$120,450 - 470g,[9 - 11mm est.],No,Asia,No,,
PEAK,Underground 2020,89,88,79,79,89,62,75,67,85,80,74,83,85,80,24,2020-,$120,470 - 480g,5 - 6mm,No,Asia,No,,
PUMA,Clyde All-Pro,91,85,83,75,84,88,74,77,86,87,86,90,84,74,30,2020-,$130,,7 - 8mm,No,Non-Asia,No,,
PUMA,Clyde Court Disrupt,73,75,80,71,82,63,73,79,76,68,60,73,72,73,27,2018-,$120,,,No,Non-Asia,No,,
PUMA,Clyde Hardwood,88,73,84,75,84,60,73,67,82,75,71,79,74,72,32,2019-,$120,460 - 480g,9 - 10mm,No,Non-Asia,No,,
PUMA,Court Rider,83,74,84,83,85,79,79,72,80,81,80,83,78,77,27,2021-,$100,420 - 440g,8 - 9mm,No,Non-Asia,No,,
PUMA,Court Rider 2.0,86,72,82,84,83,70,78,73,80,78,77,80,75,76,17,2022-,$110,430 - 440g,[8 - 10mm est.],Yes,Non-Asia,No,Stay true to size,More suitable for normal-wide feet; narrow feet may have to size down
PUMA,Disc Rebirth,79,74,84,84,87,69,69,64,79,77,73,81,78,69,11,2021-,$170,460 - 480g,9 - 10mm,No,Non-Asia,No,,
PUMA,Double Disc,89,79,83,82,82,58,85,63,84,78,73,80,81,78,12,2021-,$175,490 - 510g,,No,Non-Asia,No,,
PUMA,Fusion Nitro Spectra,84,80,78,67,78,76,68,55,81,76,73,79,76,67,17,2021-,$150,420 - 430g,8 - 9mm,No,Non-Asia,No,,
PUMA,Legacy,83,71,80,72,85,63,68,65,78,71,67,76,70,70,21,2019-,$100,,,No,Non-Asia,No,,
PUMA,MB.01,84,84,87,81,90,76,81,64,85,86,84,89,86,76,31,2021-,$125,430 - 450g,,No,Non-Asia,No,,
PUMA,MB.02,85,83,85,76,87,84,70,77,85,86,84,88,85,68,25,2022-,$130,410 - 420g,[6 - 8mm est.],Yes,Non-Asia,No,Stay true to size,Use US size. Versatile fit; very narrow feet can try half size down
PUMA,RISE NITRO,84,77,80,86,87,82,64,58,80,82,81,83,80,65,15,2022-,$125,410 - 420g,[7 - 9mm est.],Yes,Non-Asia,No,Stay true to size,Slightly narrow; shroud may make lacing annoying.
PUMA,RS-Dreamer,88,74,84,79,85,64,76,64,82,78,74,81,77,74,25,2020-,$125,450 - 460g,8 - 9mm,No,Non-Asia,No,,
PUMA,Sky Modern/Dreamer,88,74,89,79,90,58,69,54,83,78,74,82,77,69,18,2020-,$130,490 - 510g,7 - 8mm,No,Non-Asia,No,,
PUMA,Stewie 1,80,75,83,83,86,75,73,81,79,79,76,82,79,67,13,2022-,$120,430 - 440g,[8 - 9mm est.],Yes,Non-Asia,No,Stay true to size,Uses womens' sizing; check Puma's conversion to men sizes; fits snug and narrow.
PUMA,TRC Blaze Court,87,83,85,85,84,86,60,78,85,87,87,88,86,66,24,2022-,$120,340 - 370g,8 - 9mm,Yes,Non-Asia,No,Stay true to size,Versatile fit; very narrow feet may have to go down half a size or avoid
PUMA,Triple,88,71,72,74,72,82,82,86,77,72,72,74,66,79,10,2021-,$80,360 - 370g,,No,Non-Asia,Yes,,
PUMA,Uproar,84,76,88,83,81,63,79,65,83,79,76,82,80,77,41,2019-,$130,460 - 480g,[10 - 12mm est.],No,Non-Asia,No,,
Q4 SPORTS,495 Lo SP,79,66,81,81,84,82,85,71,76,74,74,77,68,80,29,2019-,$100,,,No,Non-Asia,No,,
Q4 SPORTS,Millennium Hi,83,87,78,89,84,70,85,56,83,81,77,82,87,85,11,2017-,$140,,,No,Non-Asia,No,,
QIAODAN,[Moli 3 Kungfu Pro],89,84,75,81,80,76,86,54,83,80,78,82,82,88,16,2021-,$80,390 - 400g,,No,Asia,Yes,,
QIAODAN,Fengci 5,85,85,78,79,79,84,80,75,83,82,81,83,83,84,21,2021-,$85,380 - 390g,,No,Asia,Yes,,
QIAODAN,Fengci 6 Pro,85,83,80,78,79,83,79,76,83,82,82,83,82,82,27,2022-,$90,360 - 380g,6 - 7mm,Yes,Asia,Yes,Go down half US size,Suitable for wide feet who prefer a higher toebox; narrow feet avoid; goes up to US 11 and has half sizes.
QIAODAN,Halberd 4 [Zhang Ji 4],82,84,79,83,81,72,77,73,81,80,76,81,84,81,12,2021-,$90,420 - 430g,,No,Asia,Yes,,
QIAODAN,Halberd 5 [Zhang Ji 5],87,84,82,85,82,74,78,75,84,84,82,85,85,83,7,2022-,$85,430 - 440g,?,Yes,Asia,Yes,?,?
QIAODAN,Toxic 4 Pro,85,84,74,76,81,81,85,68,81,79,77,81,81,87,29,2021-,$95,390 - 410g,,No,Asia,Yes,Go down half or one EU size,Very spacey fit; use EU size.
REEBOK,Question Mid Retro,74,67,73,80,77,59,82,56,71,60,55,63,64,70,16,2020-,$140,,,No,Non-Asia,No,,
RIGORER,Hydrogen 1.0,83,78,70,79,65,93,84,84,77,74,74,75,72,85,8,2021-,$80,310 - 330g,,No,Asia,Yes,,
RIGORER,War Ender 1.0 & 1.5 [Zhige],82,80,82,83,90,80,73,71,81,83,81,86,84,77,31,2020-21,$90,400 - 410g,,No,Asia,Yes,Stay true to size,Very snug and narrow
SERIOUSPLAYERONLY,Player 1,89,78,79,72,72,91,60,84,82,80,81,82,75,47,14,2022-,$160,310 - 320g,$0,Yes,Asia,No,$0,$0
UA,Anatomix Spawn 2019,92,81,81,82,82,83,56,79,84,84,84,85,83,63,17,2019-,$110,360 - 370g,,No,Non-Asia,No,,
UA,Anatomix Spawn 2020,84,71,77,71,81,85,59,78,78,75,75,78,70,61,21,2020-,$100,361 - 370g,8 - 9mm,No,Non-Asia,No,,
UA,Charged Controller,74,74,75,80,80,89,80,80,74,73,70,76,73,78,7,2017-,$100,,,No,Non-Asia,No,,
UA,Curry 1 Retro,83,69,83,88,88,87,72,67,78,80,82,81,73,63,18,2021-,$160,390 - 410g,,No,Non-Asia,No,Stay true to size,
UA,Curry 2,91,77,88,88,88,89,72,76,85,89,90,91,83,66,24,2015-,$130,370 - 390g,[8 - 10mm est.],No,Non-Asia,No,,
UA,Curry 3,90,73,83,81,85,81,80,76,82,82,82,84,76,70,23,2016-,$140,,8 - 9mm,No,Non-Asia,No,,
UA,Curry 4,86,66,83,88,82,91,66,68,78,80,84,80,70,57,20,2017-,$130,310 - 320g,,No,Non-Asia,No,,
UA,Curry 5,77,65,70,84,78,85,73,82,71,66,65,68,63,67,25,2018-,$130,,,No,Non-Asia,No,,
UA,Curry 6,86,70,79,84,87,88,67,83,78,79,80,82,72,65,25,2019-,$130,,,No,Non-Asia,No,,
UA,Curry 7,93,70,85,90,93,84,73,79,83,84,86,85,76,69,30,2019-,$140,370 - 390g,7 - 8mm,No,Non-Asia,No,,
UA,Drive 4,89,69,76,82,81,79,81,62,78,75,76,77,70,76,14,2017-,$115,,,No,Non-Asia,No,,
UA,Embiid 1,83,75,83,80,83,81,74,79,80,80,79,82,77,72,33,2020-,$120,,,No,Non-Asia,No,,
UA,Flow FUTR X,92,73,81,80,86,93,63,86,82,83,84,85,75,62,16,2021-,$120,320 - 340g,,No,Non-Asia,No,Go down half size?,Slightly roomy forefoot
UA,Heat Seeker,92,72,85,81,82,90,87,80,83,84,86,86,75,81,10,2018-,$115,,,No,Non-Asia,No,,
UA,HOVR Havoc 1,94,74,83,84,88,80,81,73,84,83,84,85,78,77,21,2018-,$110,,,No,Non-Asia,No,,
UA,HOVR Havoc 2,83,77,82,82,86,92,84,70,81,83,83,86,80,81,13,2019-,$120,340 - 360g,,No,Non-Asia,No,,
UA,HOVR Havoc 3,87,66,82,80,88,85,66,63,78,78,80,80,69,65,18,2020-,$110,360 - 380g,,No,Non-Asia,No,,
UA,HOVR Havoc 4 Clone,85,79,86,80,79,85,80,59,83,84,85,86,81,78,23,2021-,$120,330 - 360g,,No,Non-Asia,No,,
UA,SC 3ZER0 1,88,77,82,83,83,83,78,74,82,83,83,85,80,77,13,2017-,$120,370 - 390g,[10 - 11mm est.],No,Non-Asia,No,,
UA,SC 3ZER0 2,86,78,81,90,73,87,76,87,82,83,85,83,80,78,11,2018-,$100,310 - 330g,,No,Non-Asia,No,,
UA,SC 3ZER0 3,93,68,87,82,76,90,84,81,82,81,86,83,69,78,18,2019-,$90,330 - 360g,,No,Non-Asia,Yes,,
UA,SC 3ZER0 4,88,68,85,85,86,83,79,69,80,81,83,82,73,75,12,2020-,$90,390 - 400g,,No,Non-Asia,Yes,,
UA,Spawn 3,89,82,81,70,80,91,76,80,84,84,83,87,80,77,22,2021-,$100,340 - 360g,,No,Non-Asia,No,,
UA CURRY,3Z5,81,72,84,84,85,86,75,72,79,80,80,82,76,75,12,2021-,$80,350 - 360g,,No,Non-Asia,Yes,,
UA CURRY,Curry 4 FloTro,94,83,85,83,88,93,54,67,87,90,90,91,86,50,22,2022-,$160,320 - 340g,[8 - 10mm est.],Yes,Non-Asia,No,Stay true to size,"Tight length-wise, but some extra toebox space on top; should be ankle brace friendly."
UA CURRY,Flow 8,90,83,82,81,89,94,58,87,85,88,88,90,85,59,41,2020-,$160,330 - 350g,8 - 9mm,No,Non-Asia,No,,
UA CURRY,Flow 9,88,78,84,80,90,95,57,84,84,87,87,90,81,55,29,2021-22,$160,320 - 340g,[8 - 10mm est.],Yes,Non-Asia,No,Stay true to size,Some toe-jamming reported; length choice may be important
UA CURRY,HOVR Splash,91,78,78,80,79,92,70,84,82,83,83,84,79,71,21,2021-,$110,330 - 340g,[8 - 9mm est.],No,Non-Asia,No,Stay true to size?,Toe box shape may cause toe jams. May need to go up half size to avoid.
XTEP,Battle,87,84,84,89,89,71,71,65,85,86,83,87,88,76,20,2022-,$100,440 - 460g,[8 - 9mm est.],Yes,Asia,No,Stay true to size,Use EU size; not wide-friendly yet fits slightly large
XTEP,Devil 3,87,75,77,86,80,76,79,76,79,78,78,79,77,80,7,2021-,$70,?,?,No,Asia,Yes,?,?
XTEP,JLIN 1,79,72,75,83,81,74,84,69,75,72,69,75,72,79,26,2020-,$110,420 - 440g,[8 - 10mm est.],No,Asia,No,,
XTEP,JLIN 2,75,85,70,87,89,76,80,82,76,74,68,77,84,83,25,2021-,$125,400 - 420g,[8 - 9mm est.],No,Asia,No,,
XTEP,JLIN 2 SE,84,88,85,89,92,80,67,78,86,88,86,89,90,71,31,2022-,$120,390 - 410g,8 - 9mm,Yes,Asia,No,Go down 1 EU size,Fits narrow; not for wide and high instep; refer to EU size and size down by one.
XTEP,JLIN F.L.A.S.H. 2.0,84,79,63,63,63,91,88,94,75,65,63,68,63,84,5,2021-,$80,340 - 360g,,No,Asia,Yes,,
XTEP,JLIN F.L.A.S.H. 3.0,82,80,86,85,78,84,75,85,83,84,84,85,83,81,17,2022-,$90,360 - 380g,?,Yes,Asia,Yes,,
XTEP,Levitation 4,81,76,75,86,85,58,72,51,77,71,65,74,78,76,14,2019-,$90,490 - 500g,,No,Asia,Yes,,
